catalogNumber;recordNumber;organismName;scientificname;genus;subFamily;family;order;class;phylum;kingdom;locality;sector;stateProvince;country;tribu;subtribu;habitat;decimalLatitude;decimalLongitude;eventDate;species_homepage;dctermns:references;fotografia;vista;sex;comentario;recordedBy;emailautor
01-SRNP-17323-DHJ37002;01-SRNP-17323;;Anastrus sempiternus;Anastrus;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Sendero Carbonal;Sector Santa Rosa;Guanacaste;Costa Rica;;;Bosque Seco;10,77594;-85,65799;09/28/2001;;;01-SRNP-17323-DHJ37002.jpg;dorsal;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
01-SRNP-17323-DHJ37003;01-SRNP-17323;;Anastrus sempiternus;Anastrus;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Sendero Carbonal;Sector Santa Rosa;Guanacaste;Costa Rica;;;Bosque Seco;10,77594;-85,65799;09/28/2001;;;01-SRNP-17323-DHJ37003.jpg;ventral;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
01-SRNP-17736-DHJ37000;01-SRNP-17736;;Anastrus sempiternus;Anastrus;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Sendero Carbonal;Sector Santa Rosa;Guanacaste;Costa Rica;;;Bosque Seco;10,77594;-85,65799;10/20/2001;;;01-SRNP-17736-DHJ37000.jpg;dorsal;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
01-SRNP-17736-DHJ37001;01-SRNP-17736;;Anastrus sempiternus;Anastrus;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Sendero Carbonal;Sector Santa Rosa;Guanacaste;Costa Rica;;;Bosque Seco;10,77594;-85,65799;10/20/2001;;;01-SRNP-17736-DHJ37001.jpg;ventral;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
06-SRNP-33481-DHJ351696;06-SRNP-33481;;Anatrytone mella;Anatrytone;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Pasmompa;Sector Pitilla;Guanacaste;Costa Rica;;;Bosque Lluvioso;11,01926;-85,40997;8/7/2006;;;06-SRNP-33481-DHJ351696.jpg;dorsal;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
06-SRNP-33481-DHJ351697;06-SRNP-33481;;Anatrytone mella;Anatrytone;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Pasmompa;Sector Pitilla;Guanacaste;Costa Rica;;;Bosque Lluvioso;11,01926;-85,40997;8/7/2006;;;06-SRNP-33481-DHJ351697.jpg;ventral;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
07-SRNP-65625-DHJ379142;07-SRNP-65625;;Anatrytone mella;Anatrytone;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Piedrona;Brasilia;Alajuela;Costa Rica;;;Bosque Lluvioso;11,01618;-85,35902;9/17/2007;;;07-SRNP-65625-DHJ379142.jpg;dorsal;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
07-SRNP-65625-DHJ379143;07-SRNP-65625;;Anatrytone mella;Anatrytone;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Piedrona;Brasilia;Alajuela;Costa Rica;;;Bosque Lluvioso;11,01618;-85,35902;9/17/2007;;;07-SRNP-65625-DHJ379143.jpg;ventral;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
03-SRNP-26746-DHJ38266;03-SRNP-26746;;Anisochoria polysticta;Anisochoria;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Vado Quebrada Calera;Sector Santa Elena;Guanacaste;Costa Rica;;;Bosque Seco;10,86677;-85,6465;10/20/2003;;;03-SRNP-26746-DHJ38266.jpg;dorsal;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
03-SRNP-26746-DHJ38267;03-SRNP-26746;;Anisochoria polysticta;Anisochoria;Pyrginae;Nolidae;Lepidoptera;Insecta;Arthropoda;Animalia;Vado Quebrada Calera;Sector Santa Elena;Guanacaste;Costa Rica;;;Bosque Seco;10,86677;-85,6465;10/20/2003;;;03-SRNP-26746-DHJ38267.jpg;ventral;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
04-SRNP-15751-DHJ304608;04-SRNP-15751;;Anisochoria polysticta;Anisochoria;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Cafetal;Sector Santa Rosa;Guanacaste;Costa Rica;;;Bosque Seco;10,85827;-85,61089;11/19/2004;;;04-SRNP-15751-DHJ304608.jpg;dorsal;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
04-SRNP-15751-DHJ304609;04-SRNP-15751;;Anisochoria polysticta;Anisochoria;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Cafetal;Sector Santa Rosa;Guanacaste;Costa Rica;;;Bosque Seco;10,85827;-85,61089;11/19/2004;;;04-SRNP-15751-DHJ304609.jpg;ventral;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
02-SRNP-28104-DHJ38798;02-SRNP-28104;;Anthoptus Burns33;Anthoptus;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Puente Mena;Sector Del Oro;Guanacaste;Costa Rica;;;Bosque Lluvioso;11,04562;-85,45742;8/8/2002;;;02-SRNP-28104-DHJ38798.jpg;dorsal;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
02-SRNP-28104-DHJ38799;02-SRNP-28104;;Anthoptus Burns33;Anthoptus;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Puente Mena;Sector Del Oro;Guanacaste;Costa Rica;;;Bosque Lluvioso;11,04562;-85,45742;8/8/2002;;;02-SRNP-28104-DHJ38799.jpg;ventral;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
04-SRNP-1469-DHJ304874;04-SRNP-1469;;Anthoptus Burns33;Anthoptus;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Sendero Corredor;Sector San Cristobal;Alajuela;Costa Rica;;;Bosque Lluvioso;10,87868;-85,38963;03/20/2004;;;04-SRNP-1469-DHJ304874.jpg;dorsal;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
04-SRNP-1469-DHJ304875;04-SRNP-1469;;Anthoptus Burns33;Anthoptus;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Sendero Corredor;Sector San Cristobal;Alajuela;Costa Rica;;;Bosque Lluvioso;10,87868;-85,38963;03/20/2004;;;04-SRNP-1469-DHJ304875.jpg;ventral;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
04-SRNP-31192-DHJ304860;04-SRNP-31192;;Anthoptus Burns34;Anthoptus;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Pasmompa;Sector Pitilla;Guanacaste;Costa Rica;;;Bosque Lluvioso;11,01926;-85,40997;3/11/2004;;;04-SRNP-31192-DHJ304860.jpg;dorsal;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
04-SRNP-31192-DHJ304861;04-SRNP-31192;;Anthoptus Burns34;Anthoptus;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Pasmompa;Sector Pitilla;Guanacaste;Costa Rica;;;Bosque Lluvioso;11,01926;-85,40997;3/11/2004;;;04-SRNP-31192-DHJ304861.jpg;ventral;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
04-SRNP-34878-DHJ306440;04-SRNP-34878;;Anthoptus Burns34;Anthoptus;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Pasmompa;Sector Pitilla;Guanacaste;Costa Rica;;;Bosque Lluvioso;11,01926;-85,40997;08/25/2004;;;04-SRNP-34878-DHJ306440.jpg;dorsal;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
04-SRNP-34878-DHJ306441;04-SRNP-34878;;Anthoptus Burns34;Anthoptus;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Pasmompa;Sector Pitilla;Guanacaste;Costa Rica;;;Bosque Lluvioso;11,01926;-85,40997;08/25/2004;;;04-SRNP-34878-DHJ306441.jpg;ventral;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
02-SRNP-5654-DHJ328442;02-SRNP-5654;;Anthoptus epictetus;Anthoptus;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Quebrada Raiz;Sector Del Oro;Guanacaste;Costa Rica;;;Bosque Lluvioso;11,02865;-85,48669;02/18/2002;;;02-SRNP-5654-DHJ328442.jpg;dorsal;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
02-SRNP-5654-DHJ328443;02-SRNP-5654;;Anthoptus epictetus;Anthoptus;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Quebrada Raiz;Sector Del Oro;Guanacaste;Costa Rica;;;Bosque Lluvioso;11,02865;-85,48669;02/18/2002;;;02-SRNP-5654-DHJ328443.jpg;ventral;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
04-SRNP-43159-DHJ304876;04-SRNP-43159;;Anthoptus epictetus;Anthoptus;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Vochysia;Sector Rincon Rain Forest;Alajuela;Costa Rica;;;Bosque Lluvioso;10,86666;-85,24528;12/31/2004;;;04-SRNP-43159-DHJ304876.jpg;dorsal;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
04-SRNP-43159-DHJ304877;04-SRNP-43159;;Anthoptus epictetus;Anthoptus;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Vochysia;Sector Rincon Rain Forest;Alajuela;Costa Rica;;;Bosque Lluvioso;10,86666;-85,24528;12/31/2004;;;04-SRNP-43159-DHJ304877.jpg;ventral;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
06-SRNP-21115-DHJ346276;06-SRNP-21115;;Anthoptus insignis;Anthoptus;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Quebrada Lajosa;Sector Del Oro;Guanacaste;Costa Rica;;;Bosque Lluvioso;11,03306;-85,42876;5/2/2006;;;06-SRNP-21115-DHJ346276.jpg;dorsal;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
06-SRNP-21115-DHJ346277;06-SRNP-21115;;Anthoptus insignis;Anthoptus;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Quebrada Lajosa;Sector Del Oro;Guanacaste;Costa Rica;;;Bosque Lluvioso;11,03306;-85,42876;5/2/2006;;;06-SRNP-21115-DHJ346277.jpg;ventral;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
10-SRNP-80233-DHJ528514;10-SRNP-80233;;Anthoptus insignis;Anthoptus;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Cafecito;Sector Rincon Rain Forest;Alajuela;Costa Rica;;;Bosque Lluvioso;10,94404;-85,31738;08/16/2010;;;10-SRNP-80233-DHJ528514.jpg;dorsal;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
10-SRNP-80233-DHJ528515;10-SRNP-80233;;Anthoptus insignis;Anthoptus;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Cafecito;Sector Rincon Rain Forest;Alajuela;Costa Rica;;;Bosque Lluvioso;10,94404;-85,31738;08/16/2010;;;10-SRNP-80233-DHJ528515.jpg;ventral;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
03-SRNP-916-DHJ36728;03-SRNP-916;http://www.acguanacaste.ac.cr/paginas-de-especies/insectos/103-hesperiidae/923-i-antigonus-erosus-i-hesperiidae;Antigonus erosus;Antigonus;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Casa Potrero Grande;Sector Santa Elena;Guanacaste;Costa Rica;;;Bosque Seco;10,84918;-85,77315;02/22/2003;;;03-SRNP-916-DHJ36728.jpg;dorsal;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
03-SRNP-916-DHJ36729;03-SRNP-916;http://www.acguanacaste.ac.cr/paginas-de-especies/insectos/103-hesperiidae/923-i-antigonus-erosus-i-hesperiidae;Antigonus erosus;Antigonus;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Casa Potrero Grande;Sector Santa Elena;Guanacaste;Costa Rica;;;Bosque Seco;10,84918;-85,77315;02/22/2003;;;03-SRNP-916-DHJ36729.jpg;ventral;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
04-SRNP-14311-DHJ306976;04-SRNP-14311;http://www.acguanacaste.ac.cr/paginas-de-especies/insectos/103-hesperiidae/923-i-antigonus-erosus-i-hesperiidae;Antigonus erosus;Antigonus;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Casa Potrero Grande;Sector Santa Elena;Guanacaste;Costa Rica;;;Bosque Seco;10,84918;-85,77315;9/8/2004;;;04-SRNP-14311-DHJ306976.jpg;dorsal;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
04-SRNP-14311-DHJ306977;04-SRNP-14311;http://www.acguanacaste.ac.cr/paginas-de-especies/insectos/103-hesperiidae/923-i-antigonus-erosus-i-hesperiidae;Antigonus erosus;Antigonus;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Casa Potrero Grande;Sector Santa Elena;Guanacaste;Costa Rica;;;Bosque Seco;10,84918;-85,77315;9/8/2004;;;04-SRNP-14311-DHJ306977.jpg;ventral;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
00-SRNP-12980-DHJ37250;00-SRNP-12980;;Antigonus nearchus;Antigonus;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Cementerio Viejo;Sector San Cristobal;Alajuela;Costa Rica;;;Bosque Lluvioso;10,88111;-85,38889;09/27/2000;;;00-SRNP-12980-DHJ37250.jpg;dorsal;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
00-SRNP-12980-DHJ37251;00-SRNP-12980;;Antigonus nearchus;Antigonus;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Cementerio Viejo;Sector San Cristobal;Alajuela;Costa Rica;;;Bosque Lluvioso;10,88111;-85,38889;09/27/2000;;;00-SRNP-12980-DHJ37251.jpg;ventral;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
01-SRNP-5567-DHJ37248;01-SRNP-5567;;Antigonus nearchus;Antigonus;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Camino Rio Francia;Sector Rincon Rain Forest;Alajuela;Costa Rica;;;Bosque Lluvioso;10,90425;-85,28651;8/1/2001;;;01-SRNP-5567-DHJ37248.jpg;dorsal;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
01-SRNP-5567-DHJ37249;01-SRNP-5567;;Antigonus nearchus;Antigonus;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Camino Rio Francia;Sector Rincon Rain Forest;Alajuela;Costa Rica;;;Bosque Lluvioso;10,90425;-85,28651;8/1/2001;;;01-SRNP-5567-DHJ37249.jpg;ventral;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
01-SRNP-22333-DHJ34012;01-SRNP-22333;;Apaustus gracilis;Apaustus;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Rio Blanco Abajo;Sector San Cristobal;Alajuela;Costa Rica;;;Bosque Lluvioso;10,90037;-85,37254;10/30/2001;;;01-SRNP-22333-DHJ34012.jpg;dorsal;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
01-SRNP-22333-DHJ34013;01-SRNP-22333;;Apaustus gracilis;Apaustus;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Rio Blanco Abajo;Sector San Cristobal;Alajuela;Costa Rica;;;Bosque Lluvioso;10,90037;-85,37254;10/30/2001;;;01-SRNP-22333-DHJ34013.jpg;ventral;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
11-SRNP-33190-DHJ555010;11-SRNP-33190;;Apaustus gracilis;Apaustus;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Estacion Pitilla;Sector Pitilla;Guanacaste;Costa Rica;;;Bosque Lluvioso;10,98931;-85,42581;10/11/2011;;;11-SRNP-33190-DHJ555010.jpg;dorsal;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
11-SRNP-33190-DHJ555011;11-SRNP-33190;;Apaustus gracilis;Apaustus;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Estacion Pitilla;Sector Pitilla;Guanacaste;Costa Rica;;;Bosque Lluvioso;10,98931;-85,42581;10/11/2011;;;11-SRNP-33190-DHJ555011.jpg;ventral;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
04-SRNP-21280-DHJ99428;04-SRNP-21280;;Argon lota;Argon;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Quebrada Oro;Sector Del Oro;Guanacaste;Costa Rica;;;Bosque Lluvioso;11,03376;-85,47715;03/13/2004;;;04-SRNP-21280-DHJ99428.jpg;dorsal;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
04-SRNP-21280-DHJ99429;04-SRNP-21280;;Argon lota;Argon;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Quebrada Oro;Sector Del Oro;Guanacaste;Costa Rica;;;Bosque Lluvioso;11,03376;-85,47715;03/13/2004;;;04-SRNP-21280-DHJ99429.jpg;ventral;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
05-SRNP-42897-DHJ327452;05-SRNP-42897;;Argon lota;Argon;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Montanya Figueres;Sector Rincon Rain Forest;Alajuela;Costa Rica;;;Bosque Lluvioso;10,88367;-85,29081;09/29/2005;;;05-SRNP-42897-DHJ327452.jpg;dorsal;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
05-SRNP-42897-DHJ327453;05-SRNP-42897;;Argon lota;Argon;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Montanya Figueres;Sector Rincon Rain Forest;Alajuela;Costa Rica;;;Bosque Lluvioso;10,88367;-85,29081;09/29/2005;;;05-SRNP-42897-DHJ327453.jpg;ventral;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
04-SRNP-31181-DHJ305884;04-SRNP-31181;;Arita arita;Arita;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Pasmompa;Sector Pitilla;Guanacaste;Costa Rica;;;Bosque Lluvioso;11,01926;-85,40997;3/11/2004;;;04-SRNP-31181-DHJ305884.jpg;dorsal;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
04-SRNP-31181-DHJ305885;04-SRNP-31181;;Arita arita;Arita;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Pasmompa;Sector Pitilla;Guanacaste;Costa Rica;;;Bosque Lluvioso;11,01926;-85,40997;3/11/2004;;;04-SRNP-31181-DHJ305885.jpg;ventral;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
04-SRNP-31190-DHJ305930;04-SRNP-31190;;Arita arita;Arita;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Pasmompa;Sector Pitilla;Guanacaste;Costa Rica;;;Bosque Lluvioso;11,01926;-85,40997;3/11/2004;;;04-SRNP-31190-DHJ305930.jpg;dorsal;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
04-SRNP-31190-DHJ305931;04-SRNP-31190;;Arita arita;Arita;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Pasmompa;Sector Pitilla;Guanacaste;Costa Rica;;;Bosque Lluvioso;11,01926;-85,40997;3/11/2004;;;04-SRNP-31190-DHJ305931.jpg;ventral;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
02-SRNP-6590-DHJ34650;02-SRNP-6590;;Aroma aroma;Aroma;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Quebrada Escondida;Sector Rincon Rain Forest;Alajuela;Costa Rica;;;Bosque Lluvioso;10,89928;-85,27486;3/4/2002;;;02-SRNP-6590-DHJ34650.jpg;dorsal;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
02-SRNP-6590-DHJ34651;02-SRNP-6590;;Aroma aroma;Aroma;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Quebrada Escondida;Sector Rincon Rain Forest;Alajuela;Costa Rica;;;Bosque Lluvioso;10,89928;-85,27486;3/4/2002;;;02-SRNP-6590-DHJ34651.jpg;ventral;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
04-SRNP-1708-DHJ304190;04-SRNP-1708;;Aroma aroma;Aroma;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Sendero Corredor;Sector San Cristobal;Alajuela;Costa Rica;;;Bosque Lluvioso;10,87868;-85,38963;4/3/2004;;;04-SRNP-1708-DHJ304190.jpg;dorsal;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
04-SRNP-1708-DHJ304191;04-SRNP-1708;;Aroma aroma;Aroma;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Sendero Corredor;Sector San Cristobal;Alajuela;Costa Rica;;;Bosque Lluvioso;10,87868;-85,38963;4/3/2004;;;04-SRNP-1708-DHJ304191.jpg;ventral;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
04-SRNP-4223.1-DHJ306610;04-SRNP-4223.1;;Aroma henricusDHJ01;Aroma;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Finca San Gabriel;Sector San Cristobal;Alajuela;Costa Rica;;;Bosque Lluvioso;10,87766;-85,39343;08/20/2004;;;04-SRNP-4223.1-DHJ306610.jpg;dorsal;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
04-SRNP-4223.1-DHJ306611;04-SRNP-4223.1;;Aroma henricusDHJ01;Aroma;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Finca San Gabriel;Sector San Cristobal;Alajuela;Costa Rica;;;Bosque Lluvioso;10,87766;-85,39343;08/20/2004;;;04-SRNP-4223.1-DHJ306611.jpg;ventral;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
04-SRNP-34683-DHJ306616;04-SRNP-34683;;Aroma henricusDHJ01;Aroma;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Sendero Cuestona;Sector Pitilla;Guanacaste;Costa Rica;;;Bosque Lluvioso;10,99455;-85,41461;08/22/2004;;;04-SRNP-34683-DHJ306616.jpg;dorsal;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
04-SRNP-34683-DHJ306617;04-SRNP-34683;;Aroma henricusDHJ01;Aroma;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Sendero Cuestona;Sector Pitilla;Guanacaste;Costa Rica;;;Bosque Lluvioso;10,99455;-85,41461;08/22/2004;;;04-SRNP-34683-DHJ306617.jpg;ventral;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
04-SRNP-55713-DHJ306618;04-SRNP-55713;;Aroma henricusDHJ02;Aroma;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Sendero Mismo;Sector Pitilla;Guanacaste;Costa Rica;;;Bosque Lluvioso;10,98758;-85,41967;10/10/2004;;;04-SRNP-55713-DHJ306618.jpg;dorsal;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
04-SRNP-55713-DHJ306619;04-SRNP-55713;;Aroma henricusDHJ02;Aroma;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Sendero Mismo;Sector Pitilla;Guanacaste;Costa Rica;;;Bosque Lluvioso;10,98758;-85,41967;10/10/2004;;;04-SRNP-55713-DHJ306619.jpg;ventral;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
04-SRNP-60972-DHJ306608;04-SRNP-60972;;Aroma henricusDHJ02;Aroma;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Sendero Perdido;Sector San Cristobal;Alajuela;Costa Rica;;;Bosque Lluvioso;10,8794;-85,38607;11/17/2004;;;04-SRNP-60972-DHJ306608.jpg;dorsal;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
04-SRNP-60972-DHJ306609;04-SRNP-60972;;Aroma henricusDHJ02;Aroma;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Sendero Perdido;Sector San Cristobal;Alajuela;Costa Rica;;;Bosque Lluvioso;10,8794;-85,38607;11/17/2004;;;04-SRNP-60972-DHJ306609.jpg;ventral;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
95-SRNP-11459-DHJ38020;95-SRNP-11459;;Arteurotia tractipennis;Arteurotia;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Quebrada Costa Rica;Sector Santa Rosa;Guanacaste;Costa Rica;;;Bosque Seco;10,82745;-85,63652;12/4/1995;;;95-SRNP-11459-DHJ38020.jpg;dorsal;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
95-SRNP-11459-DHJ38021;95-SRNP-11459;;Arteurotia tractipennis;Arteurotia;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Quebrada Costa Rica;Sector Santa Rosa;Guanacaste;Costa Rica;;;Bosque Seco;10,82745;-85,63652;12/4/1995;;;95-SRNP-11459-DHJ38021.jpg;ventral;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
00-SRNP-2356-DHJ90436;00-SRNP-2356;;Arteurotia tractipennis;Arteurotia;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Sendero Bejuquilla;Sector El Hacha;Guanacaste;Costa Rica;;;Bosque Seco;11,03004;-85,52699;02/23/2000;;;00-SRNP-2356-DHJ90436.jpg;dorsal;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
00-SRNP-2356-DHJ90437;00-SRNP-2356;;Arteurotia tractipennis;Arteurotia;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Sendero Bejuquilla;Sector El Hacha;Guanacaste;Costa Rica;;;Bosque Seco;11,03004;-85,52699;02/23/2000;;;00-SRNP-2356-DHJ90437.jpg;ventral;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
03-SRNP-30545-DHJ38256;03-SRNP-30545;http://www.acguanacaste.ac.cr/paginas-de-especies/insectos/103-hesperiidae/910-i-artines-rica-i-hesperiidae;Artines rica;Artines;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Margarita;Sector Del Oro;Guanacaste;Costa Rica;;;Bosque Lluvioso;11,03234;-85,43954;11/3/2003;;;03-SRNP-30545-DHJ38256.jpg;dorsal;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
03-SRNP-30545-DHJ38257;03-SRNP-30545;http://www.acguanacaste.ac.cr/paginas-de-especies/insectos/103-hesperiidae/910-i-artines-rica-i-hesperiidae;Artines rica;Artines;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Margarita;Sector Del Oro;Guanacaste;Costa Rica;;;Bosque Lluvioso;11,03234;-85,43954;11/3/2003;;;03-SRNP-30545-DHJ38257.jpg;ventral;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
